id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,fico_range_low,fico_range_high,total_pymnt,total_rec_prncp,recoveries
1003480,30000,30000, 36 months,7.29%,930.3,A,A1,7 years,MORTGAGE,15000.0,Not Verified,Jul-2016,Fully Paid,debt_consolidation,NC,31.93,760,764,32404.24,30000.0,0.0
1003481,15000,15000, 60 months,12.63%,338.46,B,B2,2 years,RENT,60492.0,Source Verified,Aug-2018,In Grace Period,house,CA,13.24,780,784,4207.11,3107.54,0.0
1003482,5000,5000, 60 months,7.76%,100.81,A,A5,5 years,MORTGAGE,118960.0,Not Verified,Jan-2018,Fully Paid,house,CA,8.78,675,679,5785.23,5000.0,0.0
1003483,12000,12000, 36 months,11.01%,392.92,B,B5,3 years,OWN,60981.0,Not Verified,Jul-2018,Fully Paid,debt_consolidation,AZ,10.98,740,744,13868.53,12000.0,0.0
1003484,30000,30000, 60 months,14.67%,708.51,C,C5,10+ years,MORTGAGE,83121.0,Verified,Mar-2017,Charged Off,debt_consolidation,AZ,8.85,675,679,7848.36,6278.69,1796.54
1003485,12000,12000, 36 months,7.88%,375.37,A,A2,5 years,RENT,93186.0,Not Verified,Apr-2018,Charged Off,home_improvement,NY,2.22,740,744,7024.71,5619.77,420.34
1003486,25000,25000, 60 months,11.11%,544.93,B,B4,7 years,OWN,120207.0,Source Verified,Jun-2017,In Grace Period,credit_card,WA,13.69,720,724,8958.97,6850.25,0.0
1003487,30000,30000, 36 months,10.73%,978.33,B,B4,n/a,RENT,86968.0,Verified,Aug-2018,Fully Paid,credit_card,VA,12.98,705,709,33948.13,30000.0,0.0
1003488,35000,35000, 36 months,9.66%,1123.77,B,B5,n/a,RENT,129076.0,Not Verified,Jun-2018,Current,home_improvement,CO,10.57,760,764,19823.29,17149.99,0.0
1003489,8000,8000, 60 months,8.47%,164.02,A,A5,10+ years,RENT,98104.0,Verified,Mar-2018,Charged Off,moving,VA,14.11,690,694,4033.46,3226.77,389.61
1003490,35000,35000, 36 months,17.56%,1257.62,D,D4,10+ years,MORTGAGE,88575.0,Not Verified,Sep-2018,Late (31-120 days),medical,PA,10.89,675,679,17813.17,13770.74,0.0
1003491,10000,10000, 60 months,27.52%,308.47,F,F2,< 1 year,RENT,90180.0,Source Verified,Aug-2018,Fully Paid,major_purchase,NJ,20.73,740,744,18300.87,10000.0,0.0
1003492,35000,35000, 60 months,14.0%,814.39,C,C4,10+ years,MORTGAGE,77261.0,Not Verified,Nov-2017,Default,car,MA,5.85,690,694,3853.85,3083.08,841.56
1003493,12000,12000, 60 months,17.2%,299.52,D,D4,n/a,OWN,34814.0,Verified,May-2017,Charged Off,car,WA,6.81,720,724,1468.63,1174.91,712.72
1003494,20000,20000, 60 months,22.95%,563.24,E,E2,7 years,OWN,95457.0,Verified,May-2017,Current,other,NJ,13.47,780,784,3841.59,2273.5,0.0
1003495,10000,10000, 36 months,10.24%,323.8,B,B3,< 1 year,OWN,106545.0,Not Verified,Nov-2016,Fully Paid,medical,AZ,2.7,675,679,11321.84,10000.0,0.0
1003496,15000,15000, 60 months,10.48%,322.26,B,B2,3 years,MORTGAGE,46748.0,Source Verified,Feb-2016,Fully Paid,medical,NY,31.76,740,744,19266.16,15000.0,0.0
1003497,8000,8000, 36 months,18.73%,292.16,D,D4,3 years,RENT,92075.0,Not Verified,Nov-2018,Fully Paid,moving,WA,21.85,660,664,10311.68,8000.0,0.0
1003498,20000,20000, 36 months,26.73%,813.61,F,F5,3 years,MORTGAGE,44185.0,Not Verified,Aug-2016,Fully Paid,small_business,NC,29.46,780,784,29003.21,20000.0,0.0
1003499,12000,12000, 36 months,32.43%,525.52,G,G5,< 1 year,MORTGAGE,99507.0,Verified,Jun-2017,Current,vacation,PA,13.59,675,679,8851.32,5614.33,0.0
1003500,10000,10000, 36 months,7.74%,312.17,A,A3,3 years,RENT,37115.0,Not Verified,Jan-2018,Fully Paid,medical,CA,16.55,705,709,11183.85,10000.0,0.0
1003501,12000,12000, 36 months,8.96%,381.37,B,B1,3 years,OWN,140539.0,Source Verified,Oct-2018,Fully Paid,other,CO,8.87,705,709,13079.3,12000.0,0.0
1003502,35000,35000, 60 months,13.5%,805.34,B,B3,5 years,OWN,57907.0,Source Verified,Apr-2018,Charged Off,small_business,NY,28.51,690,694,5282.84,4226.27,2180.63
1003503,20000,20000, 60 months,11.27%,437.55,B,B2,5 years,RENT,75002.0,Source Verified,Jul-2018,Fully Paid,house,NJ,24.65,660,664,25290.05,20000.0,0.0
1003504,8000,8000, 60 months,18.44%,205.07,D,D5,< 1 year,RENT,87726.0,Verified,May-2016,Current,home_improvement,MI,24.72,660,664,1377.69,895.75,0.0
1003505,5000,5000, 36 months,10.83%,163.29,B,B4,1 year,MORTGAGE,113851.0,Source Verified,Sep-2017,Current,moving,GA,32.93,740,744,2791.27,2374.16,0.0
1003506,12000,12000, 60 months,15.25%,287.06,C,C4,3 years,OWN,80537.0,Verified,Jul-2018,Charged Off,major_purchase,CA,21.44,720,724,4680.41,3744.33,652.26
1003507,35000,35000, 60 months,12.19%,781.92,B,B3,n/a,OWN,21835.0,Source Verified,Sep-2017,Fully Paid,medical,MI,9.13,720,724,46713.26,35000.0,0.0
1003508,5000,5000, 60 months,15.27%,119.66,C,C2,2 years,MORTGAGE,24147.0,Verified,Nov-2017,Fully Paid,home_improvement,MA,20.55,780,784,6856.55,5000.0,0.0
1003509,5000,5000, 60 months,8.12%,101.67,A,A4,< 1 year,MORTGAGE,38253.0,Verified,Jul-2018,Fully Paid,other,FL,16.15,660,664,5816.08,5000.0,0.0
1003510,8000,8000, 36 months,25.58%,320.54,F,F5,1 year,RENT,86928.0,Not Verified,Feb-2018,Fully Paid,credit_card,NJ,29.82,675,679,11328.78,8000.0,0.0
1003511,30000,30000, 60 months,7.16%,596.3,A,A4,5 years,OWN,130285.0,Verified,Oct-2018,Fully Paid,major_purchase,OH,29.35,780,784,34538.2,30000.0,0.0
1003512,5000,5000, 60 months,14.75%,118.29,C,C5,< 1 year,MORTGAGE,78395.0,Not Verified,Sep-2018,Fully Paid,credit_card,NY,17.38,690,694,6849.43,5000.0,0.0
1003513,8000,8000, 60 months,15.48%,192.34,C,C4,10+ years,MORTGAGE,69983.0,Verified,Feb-2016,Fully Paid,vacation,NY,30.24,705,709,11013.81,8000.0,0.0
1003514,25000,25000, 36 months,29.66%,1056.64,G,G5,n/a,OWN,80357.0,Not Verified,Aug-2017,Current,medical,PA,18.87,705,709,16733.02,10997.26,0.0
1003515,12000,12000, 60 months,22.86%,337.32,E,E2,n/a,RENT,86567.0,Source Verified,Nov-2017,Charged Off,car,NC,5.77,675,679,4607.53,3686.02,863.53
1003516,10000,10000, 60 months,18.91%,258.91,D,D1,n/a,RENT,45973.0,Not Verified,Sep-2016,Current,debt_consolidation,CA,28.28,690,694,5792.31,3728.65,0.0
1003517,5000,5000, 36 months,9.27%,159.63,A,A4,5 years,RENT,37071.0,Not Verified,Jan-2018,Current,credit_card,CO,6.99,760,764,1868.59,1625.8,0.0
1003518,15000,15000, 60 months,15.37%,359.77,C,C5,5 years,MORTGAGE,70009.0,Source Verified,Sep-2018,Current,debt_consolidation,VA,12.84,780,784,10064.45,6993.67,0.0
1003519,5000,5000, 36 months,30.77%,214.37,G,G5,< 1 year,MORTGAGE,67912.0,Not Verified,Dec-2016,Fully Paid,car,CO,20.32,660,664,7682.38,5000.0,0.0
1003520,8000,8000, 36 months,8.76%,253.51,A,A3,1 year,OWN,15000.0,Source Verified,Apr-2016,Fully Paid,home_improvement,PA,23.97,760,764,8723.75,8000.0,0.0
1003521,35000,35000, 36 months,23.28%,1359.95,E,E1,10+ years,RENT,93017.0,Verified,Feb-2018,Charged Off,debt_consolidation,IL,20.92,760,764,10522.36,8417.89,3360.13
1003522,5000,5000, 60 months,27.09%,152.95,F,F3,3 years,RENT,17288.0,Source Verified,Jan-2016,Fully Paid,house,FL,27.08,780,784,8900.74,5000.0,0.0
1003523,5000,5000, 36 months,23.72%,195.43,E,E3,3 years,RENT,65885.0,Verified,Jun-2018,Current,credit_card,NJ,15.12,780,784,1584.66,1126.19,0.0
1003524,8000,8000, 60 months,24.42%,232.1,E,E5,7 years,RENT,72870.0,Verified,Dec-2018,Fully Paid,medical,NJ,15.25,780,784,13609.67,8000.0,0.0
1003525,10000,10000, 36 months,11.18%,328.24,B,B5,2 years,RENT,73414.0,Source Verified,Jan-2018,Current,moving,FL,33.88,690,694,1329.38,1125.01,0.0
1003526,8000,8000, 36 months,19.85%,296.7,D,D1,7 years,MORTGAGE,156495.0,Not Verified,Apr-2016,Late (31-120 days),medical,MA,4.23,660,664,2471.93,1851.43,0.0
1003527,30000,30000, 60 months,11.61%,661.44,B,B5,n/a,RENT,96472.0,Not Verified,Aug-2018,Fully Paid,moving,NJ,25.73,760,764,38175.46,30000.0,0.0
1003528,25000,25000, 60 months,12.82%,566.53,B,B3,7 years,RENT,94882.0,Not Verified,Jul-2016,Fully Paid,home_improvement,MI,23.16,740,744,33684.08,25000.0,0.0
1003529,30000,30000, 36 months,7.01%,926.45,A,A2,2 years,OWN,97174.0,Source Verified,Jun-2017,Fully Paid,credit_card,VA,24.28,760,764,32860.31,30000.0,0.0
1003530,15000,15000, 60 months,8.08%,304.72,A,A3,1 year,MORTGAGE,39147.0,Source Verified,Mar-2018,Current,house,NY,29.66,675,679,8037.47,6594.14,0.0
1003531,12000,12000, 36 months,10.97%,392.69,B,B5,5 years,MORTGAGE,42894.0,Not Verified,Oct-2017,Charged Off,moving,MA,26.17,675,679,5727.77,4582.21,493.02
1003532,10000,10000, 36 months,12.97%,336.8,B,B3,5 years,OWN,115987.0,Not Verified,Jul-2017,Current,credit_card,VA,22.71,660,664,4126.88,3403.67,0.0
1003533,10000,10000, 36 months,19.16%,367.37,D,D5,10+ years,OWN,45511.0,Source Verified,Jul-2017,Current,debt_consolidation,OH,22.17,760,764,5355.66,4049.55,0.0
1003534,30000,30000, 60 months,26.4%,905.33,F,F1,7 years,MORTGAGE,93333.0,Source Verified,Mar-2018,Late (31-120 days),house,PA,23.4,740,744,16528.67,9128.53,0.0
1003535,20000,20000, 36 months,13.1%,674.84,B,B3,2 years,OWN,99843.0,Verified,Sep-2018,Current,vacation,MA,27.47,780,784,4612.92,3797.54,0.0
1003536,35000,35000, 60 months,17.74%,883.83,D,D3,n/a,MORTGAGE,79778.0,Source Verified,May-2018,Current,car,IL,4.05,780,784,11594.95,7652.74,0.0
1003537,20000,20000, 36 months,11.47%,659.23,B,B1,2 years,MORTGAGE,77230.0,Not Verified,May-2018,Fully Paid,house,OH,12.24,660,664,22933.8,20000.0,0.0
1003538,30000,30000, 36 months,14.64%,1034.68,C,C4,5 years,MORTGAGE,34403.0,Source Verified,Apr-2016,Fully Paid,house,NC,8.01,675,679,35518.59,30000.0,0.0
1003539,25000,25000, 60 months,13.71%,577.95,C,C3,1 year,MORTGAGE,44262.0,Source Verified,May-2017,Charged Off,home_improvement,PA,7.56,675,679,14027.75,11222.2,654.01
1003540,10000,10000, 60 months,18.89%,258.8,D,D3,1 year,RENT,48441.0,Source Verified,Aug-2018,Current,car,OH,25.61,705,709,6446.03,4151.23,0.0
1003541,20000,20000, 36 months,9.85%,643.94,B,B1,n/a,MORTGAGE,53961.0,Not Verified,Apr-2018,Current,debt_consolidation,AZ,15.51,780,784,8679.48,7488.17,0.0
1003542,8000,8000, 36 months,10.72%,260.85,B,B2,10+ years,MORTGAGE,46777.0,Verified,Jul-2018,Charged Off,credit_card,NC,19.34,720,724,837.97,670.37,469.16
1003543,8000,8000, 36 months,23.28%,310.85,E,E1,< 1 year,RENT,34916.0,Source Verified,Aug-2018,Fully Paid,medical,WA,21.38,675,679,10639.62,8000.0,0.0
1003544,8000,8000, 60 months,10.7%,172.74,B,B2,7 years,MORTGAGE,63773.0,Verified,Oct-2017,Fully Paid,credit_card,CO,8.05,690,694,9962.05,8000.0,0.0
1003545,30000,30000, 36 months,28.07%,1242.04,G,G2,10+ years,MORTGAGE,98484.0,Not Verified,Jul-2018,Fully Paid,debt_consolidation,WA,3.1,675,679,44068.14,30000.0,0.0
1003546,25000,25000, 36 months,19.03%,916.78,D,D3,< 1 year,MORTGAGE,82957.0,Verified,Mar-2018,Fully Paid,credit_card,MI,21.22,760,764,32689.21,25000.0,0.0
1003547,12000,12000, 60 months,6.16%,232.89,A,A3,1 year,OWN,57312.0,Not Verified,Nov-2016,Charged Off,house,MA,22.07,675,679,5425.0,4340.0,352.72
1003548,8000,8000, 60 months,15.31%,191.62,C,C2,3 years,RENT,63053.0,Not Verified,Mar-2016,Charged Off,other,CO,24.04,690,694,1368.17,1094.54,151.19
1003549,10000,10000, 60 months,7.86%,202.09,A,A5,1 year,RENT,46657.0,Source Verified,Feb-2016,Current,car,PA,22.12,760,764,5490.93,4528.45,0.0
1003550,10000,10000, 36 months,14.43%,343.87,C,C1,2 years,RENT,22279.0,Verified,Feb-2017,Fully Paid,small_business,NC,21.04,660,664,12085.23,10000.0,0.0
1003551,10000,10000, 36 months,9.41%,319.91,A,A5,3 years,OWN,58206.0,Source Verified,Apr-2017,Current,major_purchase,MI,18.52,720,724,2817.44,2446.38,0.0
1003552,30000,30000, 36 months,15.32%,1044.67,C,C2,n/a,OWN,109605.0,Verified,Apr-2017,Current,other,TX,33.16,760,764,12053.76,9615.29,0.0
1003553,5000,5000, 36 months,14.61%,172.37,C,C5,n/a,OWN,67541.0,Verified,Jul-2017,Charged Off,small_business,MA,22.68,690,694,2904.06,2323.25,11.78
1003554,15000,15000, 60 months,10.45%,322.04,B,B2,< 1 year,OWN,83320.0,Verified,Sep-2016,Default,medical,TX,2.57,760,764,8527.42,6821.94,1004.37
1003555,25000,25000, 60 months,7.22%,497.63,A,A2,5 years,RENT,15237.0,Not Verified,Jul-2018,Fully Paid,small_business,NC,25.76,780,784,28488.67,25000.0,0.0
1003556,8000,8000, 60 months,11.04%,174.1,B,B1,3 years,OWN,57631.0,Verified,Dec-2018,Charged Off,vacation,CO,17.56,660,664,2106.99,1685.6,534.29
1003557,20000,20000, 60 months,11.91%,443.98,B,B4,n/a,MORTGAGE,80258.0,Source Verified,Dec-2018,Charged Off,medical,IL,15.81,760,764,8725.73,6980.58,735.11
1003558,8000,8000, 60 months,10.09%,170.33,B,B5,5 years,MORTGAGE,96689.0,Not Verified,Aug-2017,Current,major_purchase,VA,5.42,740,744,2121.68,1660.84,0.0
1003559,8000,8000, 60 months,10.32%,171.24,B,B3,5 years,OWN,111325.0,Verified,Feb-2018,Current,major_purchase,GA,28.36,720,724,4687.16,3649.59,0.0
1003560,15000,15000, 60 months,9.22%,312.98,A,A2,10+ years,MORTGAGE,68330.0,Not Verified,Jan-2016,Current,small_business,AZ,21.66,705,709,5910.74,4721.34,0.0
1003561,15000,15000, 36 months,11.25%,492.86,B,B5,2 years,RENT,98669.0,Not Verified,Aug-2016,Late (31-120 days),home_improvement,OH,7.28,720,724,3052.19,2580.34,0.0
1003562,12000,12000, 60 months,20.06%,318.33,D,D2,2 years,RENT,94421.0,Verified,Aug-2018,Fully Paid,major_purchase,MA,5.16,760,764,18947.42,12000.0,0.0
1003563,20000,20000, 60 months,9.52%,420.23,B,B4,1 year,RENT,28213.0,Not Verified,Jan-2018,Fully Paid,small_business,MI,23.86,740,744,24571.69,20000.0,0.0
1003564,5000,5000, 60 months,26.88%,152.32,F,F5,< 1 year,MORTGAGE,79751.0,Source Verified,Apr-2017,Charged Off,car,AZ,2.16,660,664,2806.04,2244.83,461.8
1003565,10000,10000, 60 months,20.67%,268.68,D,D3,n/a,OWN,45108.0,Source Verified,Dec-2017,Current,moving,CA,27.18,740,744,2005.96,1244.33,0.0
1003566,30000,30000, 60 months,7.18%,596.59,A,A3,10+ years,OWN,47207.0,Not Verified,Sep-2016,Fully Paid,vacation,CO,32.09,705,709,34793.55,30000.0,0.0
1003567,20000,20000, 60 months,10.58%,430.67,B,B3,3 years,RENT,15462.0,Source Verified,Mar-2018,Fully Paid,debt_consolidation,WA,13.12,690,694,25010.85,20000.0,0.0
1003568,12000,12000, 60 months,12.68%,271.08,B,B3,5 years,RENT,63566.0,Verified,May-2017,Fully Paid,debt_consolidation,NC,23.23,780,784,15531.47,12000.0,0.0
1003569,12000,12000, 60 months,8.04%,243.55,A,A5,1 year,MORTGAGE,71224.0,Verified,Jun-2018,Fully Paid,debt_consolidation,OH,19.34,690,694,14046.51,12000.0,0.0
1003570,15000,15000, 36 months,11.18%,492.36,B,B5,7 years,OWN,97921.0,Not Verified,Oct-2018,Charged Off,debt_consolidation,VA,8.97,740,744,4701.24,3760.99,790.58
1003571,30000,30000, 36 months,10.87%,980.32,B,B1,7 years,RENT,146195.0,Not Verified,Dec-2018,Fully Paid,credit_card,GA,16.27,740,744,34365.91,30000.0,0.0
1003572,35000,35000, 36 months,31.57%,1516.06,G,G2,n/a,MORTGAGE,54870.0,Source Verified,Sep-2018,Current,major_purchase,IL,6.8,720,724,14625.27,9378.93,0.0
1003573,10000,10000, 36 months,22.57%,384.86,E,E5,3 years,RENT,104329.0,Not Verified,Sep-2016,Current,credit_card,CA,33.54,660,664,4604.05,3323.04,0.0
1003574,25000,25000, 36 months,11.8%,827.97,B,B5,< 1 year,RENT,37951.0,Source Verified,Aug-2018,Current,home_improvement,NJ,24.95,660,664,4850.15,4067.98,0.0
1003575,5000,5000, 60 months,14.94%,118.79,C,C5,10+ years,MORTGAGE,105623.0,Not Verified,Jul-2017,Fully Paid,house,CA,32.39,780,784,6945.89,5000.0,0.0
1003576,10000,10000, 60 months,11.05%,217.67,B,B2,7 years,OWN,79037.0,Not Verified,Dec-2016,Fully Paid,small_business,FL,7.95,780,784,13058.18,10000.0,0.0
1003577,8000,8000, 36 months,25.83%,321.6,F,F3,3 years,RENT,15000.0,Source Verified,Sep-2018,Fully Paid,debt_consolidation,MI,3.96,780,784,11120.19,8000.0,0.0
1003578,35000,35000, 36 months,15.4%,1220.15,C,C3,1 year,RENT,80663.0,Not Verified,Apr-2018,Fully Paid,home_improvement,NJ,28.85,690,694,42920.5,35000.0,0.0
1003579,25000,25000, 60 months,7.17%,497.04,A,A5,n/a,RENT,45273.0,Source Verified,Jan-2017,Fully Paid,vacation,OH,26.98,760,764,29459.28,25000.0,0.0
1003580,5000,5000, 36 months,30.52%,213.68,G,G2,2 years,MORTGAGE,87036.0,Source Verified,Jun-2016,Fully Paid,major_purchase,TX,25.73,660,664,7657.49,5000.0,0.0
1003581,8000,8000, 60 months,6.08%,154.96,A,A4,2 years,RENT,49436.0,Verified,Mar-2016,Fully Paid,small_business,TX,22.87,720,724,8960.5,8000.0,0.0
1003582,5000,5000, 60 months,29.23%,159.41,F,F3,2 years,MORTGAGE,141820.0,Source Verified,Mar-2018,Charged Off,car,VA,15.29,720,724,1874.21,1499.36,294.0
1003583,35000,35000, 60 months,9.71%,738.66,B,B4,3 years,MORTGAGE,74584.0,Not Verified,Apr-2016,Late (31-120 days),vacation,NY,28.56,705,709,18465.77,14582.76,0.0
1003584,5000,5000, 36 months,7.5%,155.53,A,A3,10+ years,OWN,21327.0,Source Verified,Nov-2017,Fully Paid,debt_consolidation,CO,19.08,675,679,5338.42,5000.0,0.0
1003585,30000,30000, 60 months,13.81%,695.1,C,C3,2 years,RENT,96015.0,Not Verified,May-2016,Late (31-120 days),moving,TX,15.76,720,724,11163.83,8030.38,0.0
1003586,5000,5000, 36 months,21.44%,189.51,E,E4,7 years,RENT,97947.0,Not Verified,Apr-2017,Current,major_purchase,OH,31.63,690,694,3038.85,2227.12,0.0
1003587,8000,8000, 60 months,8.44%,163.9,A,A3,1 year,MORTGAGE,58087.0,Source Verified,Sep-2017,Charged Off,vacation,NY,25.19,660,664,2651.65,2121.32,513.4
1003588,8000,8000, 60 months,23.85%,229.45,E,E5,3 years,RENT,41182.0,Verified,Jul-2016,Fully Paid,medical,IL,9.92,705,709,13739.86,8000.0,0.0
1003589,10000,10000, 60 months,12.06%,222.75,B,B3,7 years,OWN,65981.0,Verified,Oct-2017,Current,house,CA,30.23,740,744,6289.52,4705.97,0.0
1003590,8000,8000, 60 months,7.25%,159.35,A,A1,7 years,OWN,66400.0,Source Verified,May-2016,Fully Paid,moving,NY,5.54,675,679,9409.55,8000.0,0.0
1003591,30000,30000, 36 months,19.55%,1108.04,D,D1,5 years,MORTGAGE,73207.0,Source Verified,Jan-2017,Charged Off,major_purchase,OH,4.58,705,709,13822.25,11057.8,1620.62
1003592,8000,8000, 36 months,30.74%,342.86,G,G2,7 years,OWN,35084.0,Source Verified,Jul-2018,Fully Paid,major_purchase,MA,18.49,660,664,12025.42,8000.0,0.0
1003593,5000,5000, 36 months,20.15%,186.2,D,D1,5 years,RENT,72218.0,Source Verified,Nov-2018,Charged Off,medical,OH,25.59,720,724,1967.4,1573.92,174.89
1003594,20000,20000, 36 months,12.7%,670.99,C,C4,1 year,MORTGAGE,42918.0,Verified,Oct-2016,Current,medical,MA,4.17,675,679,9990.15,8271.49,0.0
1003595,12000,12000, 60 months,7.85%,242.46,A,A2,3 years,RENT,15000.0,Not Verified,Nov-2016,Current,house,MI,15.69,760,764,6701.51,5527.93,0.0
1003596,20000,20000, 60 months,8.7%,412.26,A,A5,n/a,MORTGAGE,101465.0,Not Verified,Jul-2016,Fully Paid,vacation,WA,25.24,780,784,24221.01,20000.0,0.0
1003597,30000,30000, 36 months,6.97%,925.9,A,A5,3 years,RENT,121830.0,Not Verified,Apr-2017,Charged Off,credit_card,NY,3.67,690,694,8973.66,7178.93,2467.3
1003598,12000,12000, 36 months,20.16%,446.94,D,D3,3 years,RENT,67275.0,Not Verified,Dec-2018,Current,other,TX,13.35,675,679,2127.27,1586.55,0.0
1003599,5000,5000, 60 months,12.32%,112.03,C,C2,< 1 year,OWN,83473.0,Not Verified,Aug-2018,Fully Paid,medical,NC,14.03,760,764,6431.12,5000.0,0.0
1003600,25000,25000, 60 months,8.22%,509.55,A,A3,2 years,OWN,88615.0,Source Verified,Nov-2017,Late (31-120 days),house,PA,4.72,660,664,14413.21,11785.9,0.0
1003601,25000,25000, 60 months,27.36%,768.77,F,F3,10+ years,MORTGAGE,114910.0,Verified,Aug-2018,Fully Paid,house,GA,32.73,675,679,44270.63,25000.0,0.0
1003602,10000,10000, 60 months,8.92%,207.2,B,B1,10+ years,RENT,41519.0,Not Verified,Sep-2017,Charged Off,home_improvement,MA,21.79,760,764,5366.25,4293.0,581.94
1003603,5000,5000, 60 months,6.94%,98.86,A,A2,10+ years,OWN,106527.0,Verified,Sep-2016,Fully Paid,credit_card,CO,30.6,760,764,5670.29,5000.0,0.0
1003604,15000,15000, 36 months,15.05%,520.35,C,C1,10+ years,RENT,80550.0,Not Verified,Mar-2017,Fully Paid,other,TX,12.43,780,784,17908.36,15000.0,0.0
1003605,8000,8000, 36 months,14.25%,274.39,C,C5,n/a,RENT,97802.0,Verified,May-2016,Current,major_purchase,NJ,9.04,705,709,3683.35,2983.06,0.0
1003606,12000,12000, 36 months,15.33%,417.93,C,C4,n/a,MORTGAGE,79948.0,Source Verified,Nov-2017,Charged Off,vacation,NY,3.19,760,764,3569.67,2855.73,1109.36
1003607,5000,5000, 60 months,7.27%,99.64,A,A5,2 years,RENT,42175.0,Verified,Jan-2018,Fully Paid,house,VA,24.67,760,764,5682.76,5000.0,0.0
1003608,15000,15000, 60 months,11.96%,333.36,B,B5,n/a,MORTGAGE,48220.0,Verified,Feb-2016,Fully Paid,other,VA,8.18,675,679,19770.75,15000.0,0.0
1003609,8000,8000, 60 months,28.07%,249.42,G,G3,2 years,RENT,73238.0,Verified,Aug-2016,Current,car,FL,19.43,780,784,4772.06,2551.02,0.0
1003610,30000,30000, 60 months,31.09%,990.78,G,G3,5 years,OWN,61815.0,Not Verified,Jun-2018,Fully Paid,other,IL,5.6,705,709,56722.89,30000.0,0.0
1003611,5000,5000, 60 months,10.46%,107.37,B,B1,n/a,OWN,68161.0,Source Verified,Apr-2018,Fully Paid,moving,CO,6.03,675,679,6399.4,5000.0,0.0
1003612,12000,12000, 60 months,13.94%,278.85,C,C2,2 years,OWN,29303.0,Verified,Dec-2018,Charged Off,vacation,MI,28.97,705,709,1340.13,1072.11,0.02
1003613,5000,5000, 60 months,13.92%,116.13,B,B4,7 years,OWN,39562.0,Not Verified,Apr-2017,Charged Off,other,VA,20.03,660,664,1765.89,1412.71,67.75
1003614,10000,10000, 36 months,19.56%,369.4,D,D3,10+ years,OWN,94360.0,Not Verified,Dec-2017,Charged Off,house,MI,17.66,720,724,3063.89,2451.12,888.56
1003615,5000,5000, 60 months,17.49%,125.58,D,D2,1 year,OWN,102787.0,Verified,Mar-2016,Fully Paid,debt_consolidation,AZ,34.42,740,744,7162.37,5000.0,0.0
1003616,30000,30000, 36 months,24.62%,1186.77,E,E4,1 year,OWN,56536.0,Verified,Aug-2018,Fully Paid,house,CO,32.38,690,694,42233.43,30000.0,0.0
1003617,15000,15000, 36 months,28.57%,625.08,G,G5,< 1 year,RENT,54096.0,Not Verified,Apr-2017,Fully Paid,credit_card,OH,24.15,660,664,21482.46,15000.0,0.0
1003618,12000,12000, 36 months,20.95%,451.79,D,D4,2 years,OWN,46886.0,Not Verified,Feb-2018,Fully Paid,vacation,WA,22.39,740,744,15852.63,12000.0,0.0
1003619,5000,5000, 60 months,11.79%,110.69,B,B3,< 1 year,RENT,134260.0,Not Verified,Nov-2016,Fully Paid,other,GA,17.33,675,679,6594.25,5000.0,0.0
1003620,20000,20000, 60 months,18.1%,508.96,D,D4,1 year,RENT,37547.0,Not Verified,Aug-2016,Charged Off,home_improvement,AZ,8.53,720,724,7084.95,5667.96,186.65
1003621,20000,20000, 36 months,15.35%,696.74,C,C5,1 year,MORTGAGE,89007.0,Verified,Dec-2017,Fully Paid,house,IL,25.6,760,764,24780.65,20000.0,0.0
1003622,5000,5000, 36 months,24.0%,196.16,E,E2,10+ years,MORTGAGE,83497.0,Verified,Jun-2018,Fully Paid,major_purchase,GA,5.35,780,784,6797.74,5000.0,0.0
1003623,12000,12000, 60 months,18.3%,306.68,D,D4,7 years,MORTGAGE,31534.0,Source Verified,Apr-2016,Current,other,MI,11.46,690,694,5137.3,3350.27,0.0
1003624,12000,12000, 36 months,17.97%,433.65,D,D5,1 year,RENT,93798.0,Not Verified,Feb-2017,Charged Off,medical,PA,15.96,720,724,3171.63,2537.3,686.0
1003625,30000,30000, 36 months,10.8%,979.32,B,B3,1 year,RENT,62422.0,Not Verified,Sep-2018,Fully Paid,car,MI,19.72,720,724,33492.94,30000.0,0.0
1003626,5000,5000, 36 months,12.66%,167.65,B,B5,2 years,RENT,115363.0,Not Verified,Jun-2018,Default,medical,NY,28.79,690,694,1294.15,1035.32,222.66
1003627,35000,35000, 60 months,20.65%,939.99,D,D2,n/a,OWN,75456.0,Source Verified,Dec-2017,Charged Off,small_business,IL,27.16,780,784,15737.09,12589.67,1921.38
1003628,30000,30000, 36 months,23.23%,1164.89,E,E3,10+ years,OWN,47416.0,Source Verified,Jul-2016,Fully Paid,vacation,CA,32.81,720,724,41815.93,30000.0,0.0
1003629,25000,25000, 60 months,21.08%,677.46,E,E5,5 years,RENT,73579.0,Not Verified,Feb-2018,Fully Paid,other,GA,26.2,675,679,39504.0,25000.0,0.0
1003630,35000,35000, 36 months,12.59%,1172.39,B,B1,< 1 year,MORTGAGE,48502.0,Verified,May-2016,Current,vacation,MI,26.13,690,694,7808.92,6475.66,0.0
1003631,5000,5000, 60 months,12.66%,112.9,B,B2,1 year,RENT,91974.0,Verified,Oct-2016,Fully Paid,moving,TX,19.96,760,764,6638.06,5000.0,0.0
